tag,mapid,name,mobid,lvmin,lvmax,width,height
,156,砂漠スパイダー,156,25,28,100,100
,156,ドライミイラ,31,38,40,70,100
,156,ルーンスコルピオ,161,34,37,100,100
,157,骸骨狂戦士,309,75,80,100,100
,157,骸骨狂戦士,310,81,85,100,100
,157,ゴースト,1121,80,80,100,100
,157,骸骨狂戦士,3,80,85,100,100
,158,骸骨騎士,319,90,95,85,85
,158,ゴースト,1121,85,90,100,100
,159,ファントム,1123,150,155,100,100
,159,ファントム,1123,156,160,100,100
,160,レイス,355,160,165,60,60
,160,レイス,355,165,170,70,70
,160,ワイト,356,165,165,100,100
,161,幽霊鎧,344,100,110,100,100
,161,スナッチャー,365,100,110,100,100
,162,ゾンビ,325,115,120,100,100
,163,リッチ,357,260,270,100,100
,164,古代ヴァンパイア,350,220,223,100,100
,164,古代ヴァンパイア,350,224,226,100,100
,164,古代ヴァンパイア,350,227,230,100,100
,164,メビダン,351,220,223,100,100
,164,カルテル,351,224,226,100,100
,164,カルション,351,227,230,100,100
,164,カルステバン,55,1,1,100,100
,165,グリーンゴーレム,218,240,250,100,100
,165,バンシー,28,240,250,100,100
,165,ブルーゴーレム,219,230,240,100,100
,166,アライブコープス,333,245,255,100,100
,166,食人スコーピオン,163,245,255,100,100
,167,守護鎧,347,260,270,100,100
,167,一流盗掘者,367,260,270,100,100
,168,セスナ,293,1,1,100,100
,168,ブロス,299,1,1,100,100
,168,ブレンティ,273,1,1,100,100
,168,ソードスパイダー,157,98,100,100,100
,168,ブレイザー,202,101,103,100,100
,168,スナッチャー,57,104,105,100,100
,169,デビルスカラー,82,65,70,100,100
,169,殺人蚊の群れ,182,65,70,100,100
,169,ウルフ,186,60,64,100,100
,169,ゴブリン,107,60,64,90,90
,170,マミー,33,50,55,100,100
,171,傭兵,290,1,1,100,100
,171,傭兵,291,1,1,100,100
,171,ロマ,270,1,1,100,100
,171,ロマ,274,1,1,100,100
,171,ロマ,275,1,1,100,100
,171,青年,255,1,1,100,100
,171,お嬢さん,256,1,1,100,100
,171,神父,288,1,1,100,100
,171,婦人,252,1,1,100,100
,171,青年,254,1,1,100,100
,172,お嬢さん,257,1,1,100,100
,172,おじさん,251,1,1,100,100
,172,女の子,263,1,1,100,100
,172,ペナック,250,1,1,100,100
,172,ペロペロ,189,850,850,50,50
,173,婦人,253,1,1,100,100
,173,傭兵,290,1,1,100,100
,173,ハノブ商人,304,1,1,100,100
,173,アサス,292,1,1,100,100
,174,ドゥームスフィア,410,350,360,100,100
,175,ブラックメイジ,376,340,350,100,100
,175,ドゥームスフィア,410,340,350,100,100
,176,ファントム,336,330,340,100,100
,176,ドゥームスフィア,410,330,340,100,100
,177,骸骨剣士,316,320,330,100,100
,177,ファミリア,417,320,330,100,100
,178,骸骨剣士,316,310,320,100,100
,178,食人スコーピオン,472,310,320,100,100
,179,デスピンサー,471,300,310,100,100
,179,食人スコーピオン,472,300,310,100,100
,180,デスピンサー,471,290,300,100,100
,180,ポイズンテール,470,290,300,100,100
,181,デスピンサー,471,200,210,100,100
,182,ソードスパイダー,466,210,220,90,90
,182,デスピンサー,471,210,220,100,100
,183,ソードスパイダー,466,220,230,100,100
,183,ウィーブウィドウ,467,220,230,100,100
,184,キメラ,463,230,240,120,120
,185,ブラックメイジ,376,240,250,100,100
,185,マーブルガゴイル,520,240,250,100,100
,185,ソーサラー,377,240,240,100,100
,186,ブラックメイジ,376,250,255,100,100
,187,キメラ,463,255,260,120,120
,188,キメラ,463,260,265,100,100
,189,骸骨騎士,321,265,270,100,100
,190,イリュージョン,335,270,275,100,100
,191,ファントム,336,275,280,100,100
,191,ワイト,356,265,270,100,100
,192,リッチ,357,270,270,100,100
,193,マカス,250,1,1,100,100
,193,バベロ,251,1,1,100,100
,193,バンへセル,254,1,1,100,100
,193,ハスピン,259,1,1,100,100
,193,ゼネス,304,1,1,100,100
,193,カオリン,305,1,1,100,100
,193,セピス,307,1,1,100,100
,193,ヨネス,290,1,1,100,100
,193,ハナプ,306,1,1,100,100
,193,ロマちびっこ,275,1,1,100,100
,193,住民,251,1,1,100,100
,193,住民,252,1,1,100,100
,193,住民,253,1,1,100,100
,193,ちびっこ,261,1,1,100,100
,193,ちびっこ,263,1,1,100,100
,193,ロマ,272,1,1,100,100
,193,ポーター,283,1,1,100,100
,193,住民,307,1,1,100,100
,193,パナパレ,300,1,1,100,100
,193,大富豪,264,1,1,100,100
,193,大富豪,266,1,1,100,100
,193,大富豪,265,1,1,100,100
,193,傭兵,291,1,1,100,100
,193,クロマティガード,296,1,1,100,100
,193,クロマティガード,294,1,1,100,100
,194,青年,254,1,1,100,100
,194,お嬢さん,256,1,1,100,100
,194,青年,270,1,1,100,100
,194,バーテンダー,302,1,1,100,100
,194,傭兵,290,1,1,100,100
,194,酔っ払い,258,1,1,100,100
,194,青年,255,1,1,100,100
,195,傭兵,290,1,1,100,100
,195,傭兵,291,1,1,100,100
,195,商人,251,1,1,100,100
,195,バシパー,301,1,1,100,100
,195,魔法傭兵,300,1,1,100,100
,196,フェイズスパイダ,1185,25,30,100,100
,196,ラットマン,125,25,30,100,100
,197,クローラー,172,45,60,100,100
,197,茶色の子熊,195,45,60,50,50
,197,クローラー,172,30,45,100,100
,197,茶色の子熊,195,30,45,50,50
,198,倉庫管理人,250,1,1,100,100
,198,ポーター,283,1,1,100,100
,199,傭兵,291,1,1,100,100
,199,傭兵,290,1,1,100,100
,199,ポーター,283,1,1,100,100
,199,倉庫管理者,301,1,1,100,100
,200,ハナピ,307,1,1,100,100
,200,傭兵,290,1,1,100,100
,200,旅行者,255,1,1,100,100
,200,マイト,265,1,1,100,100
,200,トラブス,254,1,1,110,90
,201,宝石商,304,1,1,100,100
,202,ハヌス,306,1,1,100,100
,202,傭兵,290,1,1,100,100
,202,住民,253,1,1,100,100
,203,貴族,265,1,1,100,100
,203,傭兵,290,1,1,100,100
,203,召使い,305,1,1,100,100
,203,召使い,255,1,1,100,100
,203,召使い,253,1,1,100,100
,203,召使い,301,1,1,100,100
,203,貴族,267,1,1,100,100
,203,貴族,269,1,1,100,100
,204,フェイズスパイダ,465,65,70,100,100
,204,ティンバーマン,540,65,70,80,80
,204,トレント,541,65,70,100,100
,204,ブラウンベアー,505,55,60,60,60
,204,スマグ警備隊,284,1,1,100,100
,204,スマグ警備隊,300,1,1,100,100
,204,スマグ警備隊,299,1,1,100,100
,205,トレント,541,70,75,100,100
,205,ウルフ,495,73,75,100,100
,205,ブラウンベアー,505,100,110,75,75
,205,ブラックベアー,504,108,109,70,70
,205,ブラウンベアー,505,115,117,80,80
,205,ソードスパイダー,466,106,108,100,100
,205,ティンバーマン,540,120,125,100,100
,205,ブラウンベアー,505,102,104,80,80
,206,狩人,359,135,140,100,100
,206,エルフ戦士,399,120,125,100,100
,206,トレント,541,125,135,100,100
,206,蟲の群れ,491,130,135,100,100
,206,ベアー,505,130,135,90,90
,206,ムン,506,120,120,95,95
,207,鋏昆虫の群れ,490,120,123,100,100
,207,殺人蚊の群れ,491,117,120,100,100
,207,ベアー,505,123,125,95,95
,207,狩人,359,1,1,100,100
,208,キングベアー,507,400,400,120,120
,208,キングベアーの子,506,190,190,60,60
,209,クローラー,482,170,175,100,100
,209,クローラー,482,180,185,100,100
,209,クローラー,482,190,195,100,100
,210,クローラー,482,340,370,100,100
,210,クリーパー,483,340,370,100,100
,210,ソーサラー,377,340,370,100,100
,211,骸骨騎士,321,75,80,100,100
,211,ファミリア,417,70,75,100,100
,211,骸骨狂戦士,311,70,75,100,100
,211,ラティアン,436,77,80,100,100
,212,スナッチャー,366,115,120,100,100
,212,カスター,367,105,110,100,100
,212,傭兵,290,1,1,100,100
,213,骸骨狂戦士,311,140,145,100,100
,213,防御骸骨戦士,315,155,160,100,100
,214,住民,251,1,1,100,100
,214,ウィザード,298,1,1,100,100
,214,ウィザード,299,1,1,100,100
,214,ウィザード,300,1,1,100,100
,214,住民,252,1,1,100,100
,214,ちびっこ,263,1,1,100,100
,214,ぱたっこ,409,1,1,50,50
,214,お嬢さん,256,1,1,100,100
,214,傭兵,291,1,1,100,100
,214,傭兵,290,1,1,100,100
,214,お嬢さん,305,1,1,100,100
,214,住民,304,1,1,100,100
,214,住民,307,1,1,100,100
,214,ちびっこ,261,1,1,100,100
,214,ちびっこ,260,1,1,100,100
,214,アンカルナ,270,1,1,100,100
,215,レッドアイ信奉者,369,46,50,100,100
,216,ビッグマウス,436,49,50,60,60
,216,レッドアイ警備犬,496,130,135,100,100
,216,レッドアイ骨人像,312,130,135,100,100
,217,レッドアイ魔法師,404,56,61,100,100
,217,レッドアイ骨人像,311,62,65,100,100
,217,レッドアイ護衛兵,381,123,130,100,100
,217,レッドアイ魔法師,404,120,122,100,100
,218,レッドアイ魔法師,404,135,137,100,100
,218,レッドアイ護衛兵,381,138,140,100,100
,219,オーガソルジャー,445,450,460,100,100
,219,オーガオフィサー,447,450,450,100,100
,220,オーガ,444,435,445,100,100
,220,オーガソルジャー,445,440,450,100,100
,221,オーガソルジャー,445,425,435,100,100
,221,オーガ,444,425,430,100,100
,222,アイウィング,409,395,405,100,100
,223,アイウィング,409,390,405,100,100
,224,マゴット,481,375,385,100,100
,224,クローラー,482,380,390,100,100
,225,マゴット,481,360,370,100,100
,225,クローラー,482,365,375,100,100
,226,ウルフ,495,350,360,100,100
,226,ブラウンベアー,505,355,360,100,100
,227,ウルフ,495,340,350,100,100
,227,ブラウンベアー,505,350,350,100,100
,228,リザードキリング,426,330,340,100,100
,228,リザードトルーパ,431,335,340,100,100
,229,リザードキリング,426,320,330,100,100
,229,リザードトルーパ,431,325,330,100,100
,230,ゴブリン,416,310,320,100,100
,230,リザードキリング,426,315,320,100,100
,232,ソードスパイダー,466,200,205,80,80
,232,トレント,541,200,205,90,90
,233,ソードスパイダー,466,205,210,100,100
,233,ブラウンベアー,505,205,210,90,90
,234,長老,298,1,1,100,100
,234,ウィザード,299,1,1,100,100
,234,ウィザード,300,1,1,100,100
,235,原始人,371,210,215,100,100
,235,スナイパー,612,210,215,100,110
,236,原始人,370,215,220,100,100
,236,イーター,622,215,220,115,125
,237,レッドアイ所員,390,220,225,100,100
,237,レッドアイ護衛兵,381,225,225,100,100
,238,レッドアイ所員,390,225,225,100,100
,238,レッドアイ護衛兵,381,225,230,110,110
,239,骸骨狂戦士,311,230,230,100,100
,239,レッドアイ護衛兵,381,230,235,100,100
,240,骸骨狂戦士,311,235,235,100,100
,240,デスアックス,312,235,240,120,140
,241,骸骨騎士,321,240,240,100,100
,241,デスナイト,322,240,245,120,120
,242,骸骨騎士,321,245,245,100,100
,242,デスナイト,323,305,305,120,120
,243,ロックゴーレム,526,250,250,100,100
,243,ブラックメイジ,376,250,255,100,100
,244,ロックゴーレム,526,255,255,100,100
,244,ブラックメイジ,376,255,260,120,120
,245,レッドアイ所員,390,260,260,110,110
,245,レッドアイ護衛兵,381,260,265,115,115
,246,レッドアイ所員,390,265,270,100,100
,246,レッドアイ護衛兵,381,270,270,110,110
,247,長老,298,1,1,100,100
,247,ウィザード,299,1,1,100,100
,247,ウィザード,300,1,1,100,100
,248,レッドアイ護衛兵,381,270,270,100,100
,248,レッドアイ幹部,405,270,275,100,100
,249,レッドアイ護衛兵,381,275,280,100,100
,249,レッドアイ幹部,405,275,280,100,100
,250,レッドアイ所員,390,280,285,100,100
,250,レッドアイ幹部,405,285,290,110,110
,251,カルナン,300,1,1,100,100
,251,ウィザード,299,1,1,100,100
,251,傭兵,290,1,1,100,100
,252,バーテンダー,271,1,1,100,100
,252,従業員,305,1,1,100,100
,252,従業員,304,1,1,100,100
,252,住民,302,1,1,100,100
,252,住民,251,1,1,100,100
,252,傭兵,291,1,1,100,100
,252,ウィザード,299,1,1,100,100
,252,住民,250,1,1,100,100
,252,ウィザード,299,1,1,100,100
,252,傭兵,290,1,1,100,100
,252,ウィザード,299,1,1,100,100
,253,ミリア,252,1,1,100,100
,253,お嬢さん,256,1,1,100,100
,253,お嬢さん,257,1,1,100,100
,253,傭兵,291,1,1,100,100
,253,傭兵,290,1,1,100,100
,254,お嬢さん,257,1,1,100,100
,255,住民,255,1,1,100,100
,255,住民,301,1,1,100,100
,255,ちびっこ,262,1,1,100,100
,255,住民,250,1,1,100,100
,255,住民,304,1,1,100,100
,255,ウィザード,300,1,1,100,100
,255,ウィザード,299,1,1,100,100
,255,ちびっこ,275,1,1,100,100
,256,テマラ,303,1,1,100,100
,256,住民,253,1,1,100,100
,256,住民,301,1,1,100,100
,256,住民,254,1,1,100,100
,256,ちびっこ,276,1,1,100,100
,256,ちびっこ,261,1,1,100,100
,256,お嬢さん,273,1,1,100,100
,257,旅館主人,252,1,1,100,100
,257,住民,255,1,1,100,100
,258,レッドアイ所員,390,290,295,100,100
,258,レッドアイ所長,406,295,300,100,100
,258,レッドアイ幹部,405,290,300,100,100
,259,オーガソルジャー,445,264,265,100,100
,259,オーガソルジャー,445,260,263,100,100
,259,サイドウォーカー,486,273,274,100,100
,259,キングクラブ,487,270,273,100,100
,259,蟲の群れ,489,275,275,100,100
,259,サイドウォーカー,486,277,279,100,100
,259,リザードトルーパ,431,275,276,100,100
,259,ウェアーゴート,450,265,266,100,100
,259,シューター,361,266,269,100,100
,259,盗掘者,366,269,270,100,100
,260,プレーガー,331,150,155,100,100
,260,ファントム,1123,155,160,100,100
,260,プレーガー,331,156,160,100,100
,261,プレーガー,331,160,165,100,100
,261,ファントム,1123,165,170,100,100
,261,プレーガー,331,166,170,100,100
,262,プレーガー,331,170,175,100,100
,262,ファントム,1123,170,175,100,100
,263,リザードキリング,426,160,165,100,100
,263,リザードトルーパ,431,160,160,100,100
,263,リザードキリング,426,166,170,100,100
,264,リザードキリング,426,170,175,100,100
,264,リザードキリング,426,176,180,100,100
,264,リザードトルーパ,431,170,170,100,100
,264,リザードキリング,426,173,178,100,100
,264,リザードトルーパ,431,170,170,100,100
,265,アクアスライム,1210,175,180,100,100
,265,クローラー,482,175,175,100,100
,265,アクアスライム,1210,180,185,100,100
,265,アクアスライム,1210,178,182,100,100
,265,クローラー,482,180,185,100,100
,266,メロウ,1257,180,185,100,100
,266,メロウ,1257,185,190,100,100
,266,キャストアイ,767,180,180,100,100
,267,キャストアイ,767,193,195,100,100
,267,メロウ,1257,190,195,100,100
,267,メロウ,1257,195,200,100,100
,268,狂人ウィザード,375,80,87,100,100
,268,狂人ウィザード,375,88,95,103,103
,268,ソーサラー,376,80,88,100,100
,268,ソーサラー,376,88,95,104,104
,268,狂人ハンター,361,80,86,100,100
,268,狂人ハンター,361,87,95,108,108
,269,グレムリン,415,85,90,100,100
,270,ゾンビ,326,71,73,100,100
,270,ゾンビ,326,74,75,100,100
,271,鷲戦士,419,60,63,100,100
,271,鷲闘士,420,63,65,100,100
,271,鷲狂戦士,421,64,65,100,100
,272,鷲狂戦士,421,66,68,100,100
,272,鷲剣士,422,68,70,100,100
,273,グレムリン,415,80,83,100,100
,273,ゴブリン,416,82,85,100,100
,273,シューター,361,80,85,100,100
,274,ゴブリン,416,88,90,100,100
,274,グレムリン,415,86,88,100,100
,274,ウルフ,495,88,88,100,100
,277,コボルト,414,98,102,100,100
,277,ゴブリン,416,98,105,100,100
,277,ウルフ,495,98,105,100,100
,278,リザードマン,424,83,85,100,100
,278,リザードウォリア,425,80,83,100,100
,278,リザードチャージ,430,77,77,100,100
,278,エルフ戦士,399,84,85,100,100
,278,エルフ巡察者,401,80,80,100,100
,278,原始人,371,75,78,100,100
,278,ロックゴーレム,526,75,75,100,100
,279,ハイランダー,396,120,120,70,70
,279,ドルイド,391,125,125,100,100
,279,ヘルマイト,311,125,125,100,100
,279,ヘルビースト,316,125,125,100,100
,279,ヘルナイト,322,100,100,100,100
,279,ヘルシャウト,441,100,100,100,100
,280,サイドウォーカー,486,75,75,100,100
,280,アクアスライム,476,75,75,100,100
,280,オーガ,444,76,78,100,100
,280,ウルフ,495,79,80,100,100
,280,殺人蚊の群れ,491,79,80,100,100
,281,サティロス,530,98,100,100,100
,281,スナッチャー,366,98,100,100,100
,281,ウェアーゴート,1266,94,97,100,100
,281,スナッチャー,366,94,97,100,100
,281,ブラウンベアー,505,89,93,100,100
,281,狩人,359,89,93,100,100
,281,殺人蚊の群れ,1218,70,75,100,100
,281,野良犬,494,85,88,100,100
,282,原始人,371,75,75,100,100
,282,ロックゴーレム,526,72,72,100,100
,283,ハイランダー,396,1,1,100,100
,283,ヘルシャウト,441,1,1,100,100
,283,ハンター,361,125,125,100,100
,283,狩犬,494,120,120,80,80
,284,ハイランダー,396,260,265,70,70
,284,ハイランダー,395,265,270,80,80
,284,シューター,361,275,285,100,100
,284,シューター,361,260,275,100,100
,285,ハイランダー,395,270,275,90,90
,285,ハイランダー,396,275,280,90,90
,285,洞窟狼,495,290,295,100,100
,285,洞窟狼,495,295,300,100,100
,285,ハイランダー隊長,398,270,270,110,110
,286,ソードスパイダー,466,500,505,100,100
,286,デスピンサー,471,502,507,100,100
,286,ソードスパイダー,466,505,510,100,100
,286,デスピンサー,471,508,510,100,100
,287,デスピンサー,471,534,535,100,100
,287,デスピンサー,471,530,533,100,100
,288,ウィーブウィドウ,467,570,570,100,100
,288,ミズナ,468,570,570,200,200
,289,マゴット,481,515,520,100,100
,289,クローラー,482,515,520,100,100
,290,ラットシーフ,437,530,535,100,100
,290,ラットシーフ,437,530,530,100,100
,291,殺人蚊の群れ,491,520,523,100,100
,291,マゴット,481,523,525,100,100
,291,マゴット,481,523,523,100,100
,292,ピエンド,439,540,545,90,90
,292,レッサーデーモン,440,540,545,100,100
,293,オーガソルジャー,445,545,550,100,100
,293,デーモン,441,550,555,100,100
,293,鷲狂戦士,421,547,552,80,80
,294,ピアシングボウ,362,555,560,100,100
,294,ホーンド,451,555,560,100,100
,295,イフリィト,547,111,117,80,80
,295,スルタン,548,100,100,100,100
,296,キングクラブ,487,250,254,105,105
,297,サイドウォーカー,486,275,280,90,90
,297,キングクラブ,487,270,274,105,105
,298,サイドウォーカー,486,280,285,90,90
,298,ジャイアンクラブ,487,275,279,105,105
,299,ジャイアンクラブ,487,280,284,105,105
,299,キャンサー,488,280,280,110,110
,300,ラルヴァ,481,110,115,50,50
,300,殺人蚊の群れ,491,110,115,100,100
,300,クローラー,482,110,115,100,100
,300,ラルヴァ,481,110,110,50,50
,300,クローラー,482,110,110,100,100
,301,洞窟狼,495,115,120,100,100
,301,ダイアーウルフ,188,115,120,110,110
,301,洞窟狼,495,115,115,100,100
,302,アクアスライム,476,254,256,100,100
,302,リザードキリング,426,257,260,100,100
,303,アクアスライム,476,450,455,100,100
,303,水晶烏賊,477,450,455,100,100
,303,スパインガード,476,455,455,100,100
,304,アクアスライム,476,455,460,100,100
,304,水晶烏賊,477,455,460,100,100
,304,スパインガード,476,460,460,100,100
,305,アクアスライム,476,460,465,100,100
,305,水晶烏賊,477,460,465,100,100
,305,スパインガード,476,465,465,100,100
,306,アクアスライム,476,465,470,100,100
,306,水晶烏賊,477,465,470,100,100
,306,スパインガード,476,465,465,100,100
,307,アクアスライム,476,470,475,100,100
,307,水晶烏賊,477,470,475,100,100
,307,スパインガード,476,475,475,100,100
,308,アクアスライム,476,475,480,100,100
,308,水晶烏賊,477,475,480,100,100
,308,スパインガード,476,480,480,100,100
,309,アクアスライム,476,480,485,100,100
,309,水晶烏賊,477,480,485,100,100
,309,スパインガード,476,485,485,100,100
,310,おじさん,250,1,1,100,100
,310,おじさん,251,1,1,100,100
,310,婦人,252,1,1,100,100
,310,婦人,253,1,1,100,100
,310,青年,254,1,1,100,100
,310,ちびっこ,261,1,1,100,100
,310,ちびっこ,263,1,1,100,100
,310,ちびっこ,270,1,1,100,100
,310,ちびっこ,276,1,1,100,100
,310,ロマ,273,1,1,100,100
,310,農民,278,1,1,100,100
,310,農民,279,1,1,100,100
,310,老人,306,1,1,100,100
,310,老人,307,1,1,100,100
,310,ちびっこ,262,1,1,100,100
,310,ちびっこ,260,1,1,100,100
,311,旅館主人,252,1,1,100,100
,311,老人,306,1,1,100,100
,311,老人,307,1,1,100,100
,312,メディ・パン,305,1,1,100,100
,312,おじさん,250,1,1,100,100
,312,青年,304,1,1,100,100
,313,ちびっこ,274,1,1,100,100
,313,おじさん,251,1,1,100,100
,314,農民,279,1,1,100,100
,315,アレン,304,1,1,100,100
,316,農民,279,1,1,100,100
,316,住民,304,1,1,100,100
,316,住民,257,1,1,100,100
,317,リザードウォリア,425,95,100,100,100
,317,リザードキリング,426,90,95,100,100
,317,ウルフ,495,96,97,100,100
,317,リザードトルーパ,431,90,90,100,100
,317,リザードウォリア,425,95,95,100,100
,317,リザードキリング,426,90,95,100,100
,317,ウルフ,495,96,96,100,100
,317,リザードトルーパ,431,90,90,100,100
,318,リザードキリング,426,565,570,100,100
,318,リザードウォリア,425,570,570,100,100
,318,ナーガファイター,427,565,565,100,100
,319,リザードライダー,429,573,575,100,100
,319,リザードチャージ,430,570,573,100,100
,319,リザードトルーパ,431,570,570,100,100
,320,ニックス,534,579,580,100,100
,320,メロウ,535,577,578,100,100
,320,マーマン,536,575,576,100,100
,321,アクアスライム,476,485,490,100,100
,321,水晶烏賊,477,485,490,100,100
,322,ロックゴーレム,526,45,48,100,100
,322,骸骨剣士,7,48,52,100,100
,322,エンバームド,341,52,55,100,100
,322,エルフ巡察者,401,55,55,100,100
,322,セニス,294,1,1,100,100
,323,エルフ戦士,399,55,60,100,100
,323,シューター,361,55,60,100,100
,323,エルフ巡察者,401,55,55,100,100
,323,ゴブリン,416,50,55,100,100
,323,アイウィング,409,50,55,100,100
,323,野良犬,494,60,60,100,100
,323,ソードスパイダー,466,60,60,100,100
,324,ダークエルフ戦士,399,80,85,100,100
,325,ラットマン,434,45,50,120,120
,325,ラットシーフ,437,45,50,100,100
,326,ラットシーフ,437,590,600,100,100
,327,ラットシーフ,437,600,610,100,100
,328,ラットシーフ,437,610,620,100,100
,328,ラットキング,689,620,620,120,120
,329,マーマンファイタ,537,390,405,100,100
,330,ソーサラー,377,405,417,100,100
,330,ソーサラー,377,417,435,100,100
,331,ダークエルフ,361,135,140,100,100
,331,ハイダークエルフ,362,135,135,100,100
,332,ハイダークエルフ,361,143,148,100,100
,332,ダークエルフ刺客,400,143,148,100,100
,332,ダークエルフ巡視,401,143,148,100,100
,333,ダークエルフ,361,138,143,100,100
,333,ダークエルフ戦士,399,138,143,100,100
,334,ブラックエルフ,363,80,80,100,100
,335,鷲闘士,420,570,575,100,100
,335,鷲剣士,422,570,570,100,100
,336,ダークエルフ,361,435,455,100,100
,336,ハイダークエルフ,362,435,455,100,100
,336,ダークエルフ巡視,401,435,455,100,100
,336,ダークエルフ刺客,400,435,455,100,100
,336,ダークエルフ元帥,614,470,470,100,100
,337,ダークエルフ,361,450,460,100,100
,337,ダークエルフ戦士,399,450,455,100,100
,337,ダークエルフ巡視,401,440,445,100,100
,338,ハイダークエルフ,362,450,455,100,100
,338,ダークエルフ巡視,401,450,455,100,100
,338,ダークエルフ騎士,402,450,450,100,100
,338,ダークエルフ,361,460,470,100,100
,338,ダークエルフ戦士,399,460,465,100,100
,339,ダークエルフ,361,470,480,100,100
,339,ダークエルフ戦士,399,475,480,100,100
,339,ダークエルフ巡視,401,470,475,100,100
,339,ダークエルフ騎士,402,470,470,100,100
,339,ダークエルフ王,403,470,470,100,100
,340,ダイアーウルフ,497,1,1,100,100
,340,ロマ,272,1,1,100,100
,340,ロマ,273,1,1,100,100
,340,ロマ,270,1,1,100,100
,340,ロマ,271,1,1,100,100
,341,ケンタウロス騎士,532,48,48,100,100
,341,リザードキリング,426,37,40,100,100
,341,ティンバーマン,540,43,47,100,100
,341,ケンタウロス,531,45,45,100,100
,341,ナーガファイター,427,37,37,100,100
,341,サティロス,530,45,48,100,100
,341,トレント,541,43,43,100,100
,341,リザードキリング,426,58,62,100,100
,341,ナーガファイター,427,58,58,100,100
,342,防御骸骨戦士,6,50,55,100,100
,342,死の双剣士,7,55,60,100,100
,342,デスナイト,13,55,55,120,120
,342,鷲闘士,111,45,50,100,100
,342,鷲剣士,113,45,45,110,110
,342,洞窟狼,186,50,55,100,100
,343,レッドアイ護身像,317,200,220,100,100
,343,デスアックス,312,200,220,100,100
,344,レッドアイ護身像,311,220,240,100,100
,344,レッドアイ骨人像,312,220,240,100,100
,345,レッドアイ信奉者,372,240,260,100,100
,345,レッドアイ所員,391,240,260,100,100
,345,デーモン,441,240,260,100,100
,345,ビホルダー,411,240,260,100,100
,346,レッドアイ信奉者,372,260,280,100,100
,346,レッドアイ所員,391,260,280,100,100
,346,デーモン,441,260,280,100,100
,347,木こり,280,1,1,100,100
,347,木こり,281,1,1,100,100
,348,ゼスリン,306,1,1,100,100
,349,デンヘムラス,302,1,1,100,100
,349,モネン,304,1,1,100,100
,349,アンノープ,301,1,1,100,100
,350,ジェリアース,302,1,1,100,100
,350,青年,254,1,1,100,100
,350,青年,255,1,1,100,100
,350,ヘルン,251,1,1,100,100
,351,アンチビス,304,1,1,100,100
,351,ジェラードエンス,306,1,1,100,100
,351,木こり,281,1,1,100,100
,351,木こり,280,1,1,100,100
,351,おじさん,251,1,1,100,100
,351,ケネル,251,1,1,90,90
,351,カモンデラド,290,1,1,100,100
,352,ティンバーマン,540,64,70,100,100
,352,トレント,541,66,72,100,100
,352,エンティング,543,64,64,100,100
,352,トランクマン,539,70,75,100,100
,353,エルフ戦士,399,65,70,100,100
,353,トランクマン,539,70,75,100,100
,354,探険家,251,1,1,100,100
,355,レッドアイ所員,392,280,300,100,100
,355,サラマンダー,546,290,290,100,100
,356,レッドアイ所員,392,300,320,100,100
,356,サラマンダー,546,310,310,100,100
,356,レッドアイ護身像,316,300,320,100,100
,357,レッドアイ所員,392,320,340,100,100
,357,ガーディアン,348,244,244,100,100
,357,メタルゴーレム,527,244,244,100,100
,357,ガーディアン,347,330,340,100,100
,358,堕落魔法師,375,396,400,80,80
,358,スナッチャー,366,396,400,100,100
,359,ゴブリン,416,401,405,100,100
,359,堕落魔法師,375,401,405,100,100
,360,ゴブリン,416,406,410,100,100
,360,デビルスカラー,391,406,410,100,100
,361,骸骨剣士,316,411,415,100,100
,361,ゴブリン,416,411,415,100,100
,361,デビルスカラー,391,411,415,100,100
,362,骸骨剣士,316,416,420,100,100
,362,ファミリア,417,416,420,100,100
,362,降神術師,392,416,420,100,100
,363,骸骨剣士,316,421,425,100,100
,363,ファミリア,417,421,425,100,100
,363,降神術師,392,421,425,100,100
,363,ブレイマ,452,421,421,90,90
,364,アクアスライム,727,182,187,100,100
,364,殺人蚊の群れ,742,182,187,100,100
,364,マーマンファイタ,788,182,187,100,100
,364,ラットシーフ,688,175,182,100,100
,364,ゴブリン,667,175,182,100,100
,364,ダークプリースト,638,175,182,100,100
,364,デビルスカラー,642,185,190,100,100
,364,オーガソルジャー,696,185,190,100,100
,364,リプリートマーキ,801,178,182,50,50
,364,原始人,622,178,182,100,100
,364,イーター,623,178,182,100,100
,364,シャーマン,624,182,182,100,100
,364,砂漠スパイダー,717,178,178,50,50
,365,傭兵,290,1,1,100,100
,365,傭兵,291,1,1,100,100
,365,エンバームド,592,345,350,100,100
,365,マミー,593,345,350,100,100
,365,ローストアーマー,599,350,355,100,100
,365,サティロス,781,350,355,100,100
,365,ボイドラスター,806,350,355,100,100
,365,ディザースター,180,355,360,100,100
,365,殺人蚊の群れ,742,355,360,100,100
,365,プロド,264,1,1,100,100
,366,フェイズスパイダ,716,76,80,100,100
,366,ビッグアブラムシ,732,72,74,100,100
,366,殺人蚊の群れ,742,68,70,100,100
,366,デビルスカラー,642,75,77,100,100
,366,ラットシーフ,125,70,73,100,100
,366,トレント,792,75,80,100,100
,366,ティンバーマン,791,75,80,100,100
,366,エンティング,793,75,75,100,100
,366,傭兵,291,1,1,100,100
