"id","name","EffectId","EffectId_1","EffectId_2","unknown_3","unknown_4","unknown_5","unknown_6","Species","StatusFactor","AtcMinValueBonus","AtcMaxValueBonus","DefenseValueBonus","MovSpeed","AtcSpeed","unknown_14","unknown_15","unknown_16","unknown_17","Blocking","unknown_19","unknown_20","Lineage","Resistance13","Resistance14","DefaultExp","unknown_26","unknown_27","unknown_28","unknown_29","unknown_30","unknown_31","unknown_32","unknown_33","unknown_34","unknown_35","unknown_36","unknown_37","unknown_38","unknown_39","unknown_40","unknown_41","unknown_42","unknown_43","unknown_44","unknown_45","unknown_46","unknown_47","unknown_48","unknown_49","unknown_50","unknown_51","unknown_52","unknown_53","unknown_54","unknown_55","unknown_56","unknown_57","unknown_58","unknown_59","unknown_60","unknown_61","unknown_62","unknown_63","unknown_64","unknown_65","unknown_66","unknown_67","unknown_68","unknown_69","unknown_70","unknown_71","unknown_72","unknown_73","unknown_74","unknown_75","unknown_76","unknown_77","unknown_78","unknown_79","unknown_80","unknown_81","unknown_82","unknown_83","unknown_84","unknown_85","unknown_86","unknown_87","unknown_88","unknown_89","unknown_90","unknown_91","unknown_92","unknown_93","unknown_94","unknown_95","unknown_96","unknown_97","unknown_98","unknown_99","unknown_100","unknown_101","unknown_102","unknown_103","unknown_104","unknown_105","unknown_106","unknown_107","DefaultHP","unknown_109","unknown_110","unknown_111","unknown_112","unknown_113","LevelUpBonus","ConditionBonus","STR","AGI","CON","INT","WIS","CHS","LUC","ActiveRange","AtcMinValue","AtcMaxValue","DefenseValue","unknown_127","FireResistance","WaterResistance","WindResistance","EarthResistance","LightResistance","DarkResistance","Resistance1","Resistance2","Resistance3","Resistance4","Resistance5","Resistance6","Resistance7","Resistance8","Resistance9","Resistance10","Resistance11","Resistance12","unknown_146","unknown_147","unknown_148","unknown_149","unknown_150","unknown_151","unknown_152","unknown_153","unknown_154","unknown_155","unknown_156","unknown_157","unknown_158","unknown_159","unknown_160","unknown_161","unknown_162","unknown_163","unknown_164","unknown_165","unknown_166","unknown_167","unknown_168","unknown_169","unknown_170","unknown_171","unknown_172","unknown_173","unknown_174","unknown_175","unknown_176","unknown_177","unknown_178","unknown_179","unknown_180","unknown_181","unknown_182","unknown_183","unknown_184","unknown_185","unknown_186","unknown_187","unknown_188","unknown_189","unknown_190","unknown_191","unknown_192","unknown_193","unknown_194","unknown_195","unknown_196","unknown_197","unknown_198","unknown_199","unknown_200","unknown_201","unknown_202","unknown_203","unknown_204","unknown_205","unknown_206","unknown_207","unknown_208","unknown_209","unknown_210","unknown_211","unknown_212","unknown_213","unknown_214","unknown_215","unknown_216","unknown_217","unknown_218","unknown_219","unknown_220","unknown_221","unknown_222","unknown_223","unknown_224","unknown_225","unknown_226","unknown_227","unknown_228","unknown_229","unknown_230","unknown_231","unknown_232","unknown_233","unknown_234","unknown_235","unknown_236","unknown_237","unknown_238","unknown_239","unknown_240","unknown_241","unknown_242","unknown_243","unknown_244","unknown_245","unknown_246","unknown_247","unknown_248","unknown_249","unknown_250","unknown_251","unknown_252","unknown_253","unknown_254","unknown_255","unknown_256","unknown_257","unknown_258","unknown_259","unknown_260","unknown_261","unknown_262","unknown_263","unknown_264","unknown_265","unknown_266","unknown_267","unknown_268","unknown_269","unknown_270","unknown_271","unknown_272","unknown_273","unknown_274","unknown_275","unknown_276","unknown_277","unknown_278","unknown_279","unknown_280","unknown_281","unknown_282","unknown_283","unknown_284","unknown_285","unknown_286","unknown_287","unknown_288","unknown_289","unknown_290","unknown_291","unknown_292","unknown_293","unknown_294","unknown_295","unknown_296","unknown_297","unknown_298","unknown_299","unknown_300","unknown_301","unknown_302","unknown_303","unknown_304","unknown_305","unknown_306","unknown_307","unknown_308","unknown_309","unknown_310","unknown_311","unknown_312","unknown_313","unknown_314","unknown_315","unknown_316","unknown_317","unknown_318","unknown_319","unknown_320","unknown_321","unknown_322","unknown_323","unknown_324","unknown_325","unknown_326","unknown_327","unknown_328","unknown_329","unknown_330","unknown_331"
"761","フーフーZin","241","0","1","5","0","0","1","4","9348","10","17","47","160","130","0","0","2","0","0","200","3","1","2","0","310","6","40","33","30","1","1380","0","21","1","920","0","31","1","1380","0","2","1","770","0","5","1","690","0","38","1","550","0","56","1","920","0","66","1","100","0","79","1","230","0","-1","1","100","0","545","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","800","100","100","100","100","100","100","100","100","100","200","60","0","0","0","0","0","100","0","100","0","100","0","0","0","350","140","7","5","10","11","12","0","13","300","6","10","0","0","43","10","7","7","2","0","50","50","0","0","0","10","1","50","0","5","25","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"762","ブレイジャーZin","241","0","2","7","0","0","1","4","8519","8","15","56","160","120","0","0","2","0","0","600","3","2","3","3","370","7","50","33","30","1","1560","0","22","1","1040","0","31","1","1560","0","2","1","870","0","5","1","780","0","38","1","620","0","58","1","1040","0","66","1","100","0","79","1","230","0","-1","1","100","0","545","1","623","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","790","100","100","100","100","100","100","100","100","200","80","0","0","0","0","0","100","0","100","0","100","0","0","0","500","200","7","6","12","13","14","0","20","300","6","11","0","0","41","1","9","10","5","1","50","0","0","0","0","10","1","0","0","5","25","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"763","炎鬼Zin","241","0","3","25","0","0","1","4","7895","8","14","48","190","110","0","0","12","0","0","900","4","4","25","75","810","11","90","50","30","1","650","0","21","1","430","0","31","1","650","0","2","1","360","0","5","1","330","0","38","1","260","0","56","1","430","0","66","1","100","0","79","1","230","0","-1","1","100","0","545","1","623","1","615","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","740","1110","100","100","100","100","100","100","100","200","125","0","0","0","0","0","100","0","100","0","100","0","0","0","1900","480","10","9","18","20","19","0","35","300","7","12","0","80","83","21","65","25","35","11","50","70","5","0","25","15","50","100","50","10","50","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"764","火炎悪魔Zin","241","0","4","25","0","0","1","4","6818","9","13","51","175","100","0","0","30","0","0","1000","2","7","50","100","6700","21","170","75","30","1","1000","0","22","1","670","0","31","1","1000","0","2","1","560","0","5","1","500","0","38","1","400","0","58","1","670","0","66","1","100","0","79","1","230","0","-1","1","100","0","545","1","623","1","615","1","550","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","700","1010","840","100","100","100","100","100","100","200","180","0","0","0","0","0","100","0","100","0","100","0","0","0","18800","1200","22","17","31","28","27","0","68","300","9","13","0","-50","93","36","85","45","40","26","50","25","0","0","100","20","90","50","100","20","75","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"765","オクトパストンZin","242","0","0","2","0","0","1","4","10000","18","23","28","200","180","0","0","2","0","0","100","3","0","1","0","240","5","40","33","25","1","1210","0","22","1","810","0","44","1","1210","0","11","1","670","0","8","1","610","0","14","1","170","0","58","1","810","0","66","1","100","0","79","1","230","0","-1","1","100","0","624","1","536","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","1000","500","100","100","100","100","100","100","100","100","200","30","0","0","0","0","0","100","0","100","0","100","0","0","0","230","80","4","4","9","5","10","0","13","330","8","10","0","0","28","40","5","5","0","5","0","0","0","25","50","1","1","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"766","凍破Zin","242","0","1","2","0","0","1","4","8958","17","23","34","210","180","0","0","3","0","0","200","4","1","2","0","310","6","40","33","25","1","1380","0","22","1","920","0","44","1","1380","0","11","1","770","0","8","1","690","0","14","1","180","0","58","1","920","0","66","1","100","0","79","1","230","0","-1","1","100","0","624","1","536","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","800","490","100","100","100","100","100","100","100","100","200","60","0","0","0","0","0","100","0","100","0","100","0","0","0","350","140","5","4","11","8","12","0","20","340","8","11","0","80","33","60","5","5","0","8","0","25","0","25","50","1","100","10","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"767","キャストアイZin","242","0","2","2","0","0","1","4","8214","15","23","41","210","180","0","0","4","0","0","600","3","2","3","0","370","7","50","33","25","1","1560","0","22","1","1040","0","44","1","1560","0","11","1","870","0","8","1","780","0","14","1","190","0","58","1","1040","0","66","1","100","0","79","1","230","0","-1","1","100","0","624","1","536","1","625","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","480","970","100","100","100","100","100","100","100","200","80","0","0","0","0","0","100","0","100","0","100","0","0","0","500","200","5","5","13","10","14","0","27","350","8","12","0","0","39","81","6","6","1","11","0","0","0","25","50","1","1","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"768","スノーツリーZin","242","0","3","2","0","0","1","4","7595","17","24","48","220","190","0","0","60","0","0","900","4","4","25","75","810","11","90","50","25","1","650","0","22","1","430","0","44","1","650","0","11","1","360","0","8","1","330","0","14","1","200","0","58","1","430","0","66","1","100","0","79","1","230","0","-1","1","100","0","624","1","536","1","625","1","568","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","450","920","1110","100","100","100","100","100","100","200","125","0","0","0","0","0","100","0","100","0","100","0","0","0","1900","480","7","7","19","18","21","0","42","360","9","13","0","80","53","100","16","16","11","22","0","50","0","50","75","1","100","10","50","5","5","60","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"769","サーリビラエZin","242","0","4","2","0","0","1","4","7200","19","24","51","230","190","0","0","100","0","0","1000","2","7","50","100","6700","21","170","75","25","1","1000","0","22","1","670","0","44","1","1000","0","11","1","560","0","8","1","500","0","14","1","210","0","58","1","670","0","66","1","100","0","79","1","230","0","-1","1","100","0","624","1","536","1","625","1","568","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","400","840","1010","100","100","100","100","100","100","200","180","0","0","0","0","0","100","0","100","0","100","0","0","0","18800","1200","11","11","24","28","33","0","79","350","11","14","0","-50","73","100","31","31","26","45","0","0","0","50","100","100","100","0","100","10","10","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"770","ガーゴイルZin","243","0","0","3","0","0","1","4","9535","9","22","28","310","170","0","0","2","10","0","100","3","0","50","0","240","5","40","33","33","1","1210","0","24","1","810","0","41","1","20","0","0","1","670","0","4","1","610","0","37","1","480","0","61","1","810","0","66","1","100","0","68","1","810","0","79","1","230","0","626","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","1000","100","100","100","100","100","100","100","100","100","200","30","0","0","0","0","0","100","0","100","0","100","0","0","0","230","80","10","9","7","7","8","0","7","300","6","15","0","0","23","20","30","5","20","20","0","0","100","50","5","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"771","マーブルガゴイルZin","243","0","1","19","0","0","1","4","7353","9","22","60","300","170","0","0","2","15","0","800","2","3","50","0","440","8","50","33","33","1","1200","0","24","1","800","0","41","1","40","0","0","1","670","0","4","1","600","0","37","1","480","0","61","1","800","0","66","1","100","0","68","1","800","0","79","1","230","0","626","1","569","1","518","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","780","470","100","100","100","100","100","100","100","200","100","0","0","0","0","0","100","0","100","0","100","0","0","0","700","350","15","13","15","13","13","0","25","280","7","17","0","-50","38","35","45","11","35","35","0","0","100","50","15","40","100","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"772","エボニーガゴイルZin","243","0","2","201","0","0","1","4","6818","8","22","83","320","170","3","0","12","20","0","900","2","4","75","75","810","11","90","50","33","1","650","0","24","1","430","0","41","1","60","0","0","1","360","0","4","1","330","0","37","1","260","0","61","1","430","0","66","1","100","0","68","1","430","0","79","1","230","0","626","1","569","1","518","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","740","450","100","100","100","100","100","100","100","200","125","0","0","0","0","0","100","0","100","0","100","0","0","0","1900","480","20","17","19","17","17","0","33","300","7","18","0","-50","48","45","75","20","45","45","0","0","100","50","25","60","100","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"773","オニキスガゴイルZin","243","0","3","201","0","0","1","4","6667","10","22","93","330","170","4","0","16","23","0","900","1","5","75","75","1650","14","120","50","33","1","750","0","24","1","500","0","41","1","80","0","0","1","420","0","4","1","380","0","37","1","300","0","61","1","500","0","66","1","100","0","68","1","500","0","79","1","230","0","626","1","569","1","518","1","592","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","730","440","730","100","100","100","100","100","100","200","140","0","0","0","0","0","100","0","100","0","100","0","0","0","4000","650","24","21","20","20","21","0","41","300","8","18","0","-100","58","55","85","30","55","55","0","0","100","50","35","80","100","0","10","5","5","75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"774","オデロンガゴイルZin","243","0","4","201","0","0","1","4","6494","10","22","111","350","170","5","0","37","35","0","1000","5","8","95","100","10000","22","190","75","33","1","1100","0","25","1","730","0","41","1","100","0","0","1","610","0","4","1","550","0","37","1","440","0","66","1","100","0","68","1","610","0","79","1","230","0","-1","1","100","0","626","1","569","1","518","1","521","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","690","390","980","100","100","100","100","100","100","200","200","0","0","0","0","0","100","0","100","0","100","0","0","0","28000","1800","31","28","26","30","31","0","84","320","9","20","0","100","78","75","100","55","75","75","0","0","100","50","90","100","100","0","100","10","10","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"775","ゴーレムZin","244","0","0","3","0","0","1","4","8776","16","26","41","120","200","0","0","2","0","0","200","3","1","100","100","310","6","40","33","20","1","1380","0","21","1","920","0","40","1","350","0","7","1","770","0","4","1","690","0","13","1","130","0","54","1","1380","0","56","1","920","0","66","1","100","0","79","1","230","0","627","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","800","100","100","100","100","100","100","100","100","100","200","60","0","0","0","0","0","100","0","100","0","100","0","0","0","350","140","15","12","18","2","1","0","13","320","7","11","0","0","14","11","6","15","1","1","0","0","0","0","10","1","50","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"776","クレイゴーレムZin","244","0","1","5","0","0","1","4","7667","16","27","54","140","210","0","0","2","0","0","600","3","2","100","100","370","7","50","33","20","1","1560","0","21","1","1040","0","40","1","390","0","7","1","870","0","3","1","780","0","13","1","140","0","54","1","1560","0","56","1","1040","0","66","1","100","0","79","1","230","0","627","1","518","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","480","100","100","100","100","100","100","100","100","200","80","0","0","0","0","0","100","0","100","0","100","0","0","0","500","200","16","13","20","5","4","0","20","320","7","12","0","0","34","21","16","39","6","6","0","0","0","0","25","1","75","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"777","ロックゴーレムZin","244","0","2","7","0","0","1","4","7042","19","28","104","90","220","0","0","2","0","0","800","3","3","100","100","440","8","50","33","20","1","1200","0","32","1","800","0","40","1","300","0","7","1","670","0","3","1","600","0","13","1","150","0","54","1","1200","0","66","1","100","0","79","1","230","0","-1","1","100","0","627","1","518","1","631","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","470","470","100","100","100","100","100","100","100","200","100","0","0","0","0","0","100","0","100","0","100","0","0","0","700","350","17","14","23","9","7","0","27","270","8","12","0","0","68","40","35","60","15","15","0","0","0","0","50","1","100","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
